day,time_h,product_class,location,equipment,input,store_key,level,capacity,fill_pct
180,4296,CL,Gladstone,CL_STORE,CL,CL|Gladstone|CL_STORE|CL,119996.1737431906,120000.0,0.9999681145265883
180,4296,CL,Import,CL_STORE,CL,CL|Import|CL_STORE|CL,24999.0,999999.0,0.024999024999025
180,4296,CL,Port Kembla,CL_STORE_I,CL,CL|Port Kembla|CL_STORE_I|CL,85790.42315889054,86000.0,0.9975630599870993
180,4296,CL,Railton,CL_STORE,CL,CL|Railton|CL_STORE|CL,25386.189660318825,115000.0,0.22074947530712022
180,4296,FA,Gladstone,FA_EXPSILO_STORE,FA,FA|Gladstone|FA_EXPSILO_STORE|FA,13912.414466192991,14000.0,0.9937438904423566
180,4296,FA,Melbourne,FA_STORE,FA,FA|Melbourne|FA_STORE|FA,0.0,15000.0,0.0
180,4296,FA,Osborn,FA_STORE,FA,FA|Osborn|FA_STORE|FA,0.0,7500.0,0.0
180,4296,FA,Port Kembla,FA_STORE,FA,FA|Port Kembla|FA_STORE|FA,0.0,15000.0,0.0
180,4296,GBFS,Bulwer Island,GBFS_STORE,GBFS,GBFS|Bulwer Island|GBFS_STORE|GBFS,49606.540508790546,50000.0,0.992130810175811
180,4296,GBFS,Import,GBFS_STORE,GBFS,GBFS|Import|GBFS_STORE|GBFS,999999.0,999999.0,1.0
180,4296,GBFS,Port Kembla,GBFS_STORE,GBFS,GBFS|Port Kembla|GBFS_STORE|GBFS,24345.67151675299,50000.0,0.4869134303350598
180,4296,GP,Albury,GP_STORE,GP,GP|Albury|GP_STORE|GP,21621.158354347685,99999.0,0.21621374568093366
180,4296,GP,Bulwer Island,GP_STORE,GP,GP|Bulwer Island|GP_STORE|GP,15.546588827838832,30000.0,0.0005182196275946277
180,4296,GP,Clyde,GP_STORE,GP,GP|Clyde|GP_STORE|GP,73.2445054945055,3000.0,0.02441483516483517
180,4296,GP,Devonport,GP_STORE,GP,GP|Devonport|GP_STORE|GP,24996.380235377528,25000.0,0.9998552094151011
180,4296,GP,Gladstone,GP_STORE,GP,GP|Gladstone|GP_STORE|GP,10701.564868187892,30000.0,0.3567188289395964
180,4296,GP,Mackay,GP_STORE,GP,GP|Mackay|GP_STORE|GP,15855.117495799323,99999.0,0.15855276048559808
180,4296,GP,Melbourne,GP_STORE,GP,GP|Melbourne|GP_STORE|GP,0.0,35000.0,0.0
180,4296,GP,Newcastle,GP_STORE,GP,GP|Newcastle|GP_STORE|GP,0.0,25000.0,0.0
180,4296,GP,Osborn,GP_STORE,GP,GP|Osborn|GP_STORE|GP,0.0,14500.0,0.0
180,4296,GP,Port Kembla,GP_STORE,GP,GP|Port Kembla|GP_STORE|GP,29938.870704055185,30000.0,0.9979623568018395
180,4296,GP,Railton,GP_STORE_Q,GP,GP|Railton|GP_STORE_Q|GP,1440.2328853783783,1500.0,0.9601552569189189
180,4296,GP,Railton,GP_STORE_ST,GP,GP|Railton|GP_STORE_ST|GP,3559.9680094557816,3600.0,0.988880002626606
180,4296,GP,Townsville,GP_STORE,GP,GP|Townsville|GP_STORE|GP,0.0,30000.0,0.0
180,4296,GP,Wagga,GP_STORE,GP,GP|Wagga|GP_STORE|GP,26096.693522685753,99999.0,0.26096954492230673
180,4296,SG,Bulwer Island,SG_STORE,SG,SG|Bulwer Island|SG_STORE|SG,60.0,10000.0,0.006
180,4296,SG,Chullora,SG_STORE,SG,SG|Chullora|SG_STORE|SG,0.0,99999.0,0.0
180,4296,SG,Clyde,SG_STORE,SG,SG|Clyde|SG_STORE|SG,0.0,3000.0,0.0
180,4296,SG,Melbourne,SG_STORE,SG,SG|Melbourne|SG_STORE|SG,0.0,25000.0,0.0
180,4296,SG,Newcastle,SG_STORE,SG,SG|Newcastle|SG_STORE|SG,0.0,3000.0,0.0
180,4296,SG,Port Kembla,SG_STORE,SG,SG|Port Kembla|SG_STORE|SG,2335.6499792283767,20000.0,0.11678249896141883
180,4296,SG,Tennyson,SG_STORE,SG,SG|Tennyson|SG_STORE|SG,26371.246862695007,99999.0,0.26371510577800783
181,4320,CL,Bulwer Island,CL_STORE_I,CL,CL|Bulwer Island|CL_STORE_I|CL,13265.127271669937,30000.0,0.4421709090556646
181,4320,CL,Bulwer Island,CL_STORE,CL,CL|Bulwer Island|CL_STORE|CL,45307.49188104941,50000.0,0.9061498376209882
181,4320,CL,Gladstone,CL_STORE,CL,CL|Gladstone|CL_STORE|CL,119996.1737431906,120000.0,0.9999681145265883
181,4320,CL,Import,CL_STORE,CL,CL|Import|CL_STORE|CL,24999.0,999999.0,0.024999024999025
181,4320,CL,Port Kembla,CL_STORE_I,CL,CL|Port Kembla|CL_STORE_I|CL,85790.42315889054,86000.0,0.9975630599870993
181,4320,CL,Railton,CL_STORE,CL,CL|Railton|CL_STORE|CL,25386.189660318825,115000.0,0.22074947530712022
181,4320,FA,Gladstone,FA_EXPSILO_STORE,FA,FA|Gladstone|FA_EXPSILO_STORE|FA,13912.414466192991,14000.0,0.9937438904423566
181,4320,FA,Melbourne,FA_STORE,FA,FA|Melbourne|FA_STORE|FA,0.0,15000.0,0.0
181,4320,FA,Osborn,FA_STORE,FA,FA|Osborn|FA_STORE|FA,0.0,7500.0,0.0
